url,title,rating,boxOffice,criticsScore,audienceScore,Action,Adventure,Animation,Anime,Biography,Comedy,Crime,Documentary,Drama,Fantasy,LGBTQ+,History,Holiday,Horror,Kids & Family,Music,Musical,Mystery & Thriller,Romance,Sci-Fi,Sports,Stand-Up,War,Western,Entertainment,Faith & Spirituality,Game Show,Health & Wellness,House & Garden,Nature,News,Reality,Short,Soap,Special Interest,Talk Show,Travel,Variety
https://www.rottentomatoes.com/m/anyone_but_you_2023,Anyone But You,R,88100000,0.51,0.57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.rottentomatoes.com/m/get_out,Get Out,R,176000000,0.89,0.78,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.rottentomatoes.com/m/hocus_pocus_2,Hocus Pocus 2,PG,0,0.73,0.93,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.rottentomatoes.com/m/it_chapter_two,It: Chapter Two,R,211600000,0.64,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.rottentomatoes.com/m/wicked_2024,Wicked,PG,473200000,0.57,0.94,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.rottentomatoes.com/m/downton_abbey_the_grand_finale,Downton Abbey: The Grand Finale,PG,44800000,0.93,0.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.rottentomatoes.com/m/the_maze_runner,The Maze Runner,PG-13,81300000,0.47,0.44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.rottentomatoes.com/m/let_the_right_one_in,Let the Right One In,R,2100000,0.29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.rottentomatoes.com/m/relay,Relay,R,0,0.71,0.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.rottentomatoes.com/m/the_cabin_in_the_woods,The Cabin in the Woods,R,42000000,0.68,0.85,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
